case,condition,run_idx,session_id,model_id,tokens_input,tokens_output,tokens_total,tokens_cache_read,tokens_cache_write,cost,wall_time_seconds,harness_wall_seconds,tool_calls,bash_calls,pdb_invocations,pytest_passed,golden_match,accuracy,pytest_summary,actual_output,expected_output,opencode_exit_code,opencode_stderr_tail
02_logic_conditional,with-skill,2,ses_1c104f5a5ffeduS6gVhduIeAtc,accounts/fireworks/models/kimi-k2p6,12194,1774,113453,99485,0,0.034598,54.62,55.87,15,13,6,True,True,True,6 passed in 0.00s,False,False,0,": |      """"""Return True iff year is a Gregorian leap year."""""" |      if year % 4 == 0: | +        if year % 100 == 0: | +            return year % 400 == 0 |          return True |      return False |   |   |  | [0m | [0m$ [0mecho '{""year"":1900}' | python3 buggy.py | False | [0m | [0m$ [0mecho"
02_logic_conditional,with-skill,3,ses_1c104189cffematdHmZ5Eb5fqA,accounts/fireworks/models/kimi-k2p6,22703,1790,114431,89938,0,0.043118,64.31,66.11,9,6,3,True,True,True,6 passed in 0.00s,False,False,0," | -    return False | +    if year % 100 == 0: | +        return False | +    return year % 4 == 0 |   |   |  if __name__ == ""__main__"": |      year = json.load(sys.stdin)[""year""] |  | [0m | [0m$ [0mecho '{""year"": 1900}' | python3 buggy.py | False | [0m | [0m$ [0mecho '{""year"": 2000}' | pytho"
03_state_aliasing,without-skill,1,ses_1c10317feffeha37OlCxOloHLM,accounts/fireworks/models/kimi-k2p6,10668,1030,52593,40895,0,0.020798,71.9,73.15,4,2,0,True,True,True,3 passed in 0.00s,"[[1], [2], [3]]","[[1], [2], [3]]",0,"rs/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_03_state_aliasing_without-skill_puj4_t30/buggy.py | @@ -1,10 +1,12 @@ |  import json |  import sys |   |   | -def add_item(item, lst=[]): | +def add_item(item, lst=None): |      """"""Append item to a new list and return it."""""" | +    if lst is None: | +      "
03_state_aliasing,without-skill,2,ses_1c101f84effeL1W5kjztf3EO9J,accounts/fireworks/models/kimi-k2p6,20469,1339,64349,42541,0,0.031608,72.89,74.47,5,3,0,True,True,True,3 passed in 0.00s,"[[1], [2], [3]]","[[1], [2], [3]]",0,"d_item(item, lst=[]): | +def add_item(item, lst=None): |      """"""Append item to a new list and return it."""""" | +    if lst is None: | +        lst = [] |      lst.append(item) |      return lst |   |   |  | [0m | [0m$ [0mpython -c ""from buggy import add_item; print(add_item(1)); print(add_item(2)"
03_state_aliasing,without-skill,3,ses_1c100d620ffeiaDun8J6Fp07hj,accounts/fireworks/models/kimi-k2p6,10633,1014,52508,40861,0,0.020695,56.31,57.52,4,2,0,True,True,True,3 passed in 0.00s,"[[1], [2], [3]]","[[1], [2], [3]]",0,"b0n423cm6r04_v51wr80000gn/T/dse_03_state_aliasing_without-skill_k80fedyk/buggy.py | @@ -1,10 +1,12 @@ |  import json |  import sys |   |   | -def add_item(item, lst=[]): | +def add_item(item, lst=None): |      """"""Append item to a new list and return it."""""" | +    if lst is None: | +        lst = [] "
03_state_aliasing,with-skill,1,ses_1c0fff322ffeRFUPrf9KFI0ErY,accounts/fireworks/models/kimi-k2p6,29520,1416,98538,67602,0,0.044524,65.16,66.73,9,6,3,True,True,True,3 passed in 0.00s,"[[1], [2], [3]]","[[1], [2], [3]]",0,"3cm6r04_v51wr80000gn/T/dse_03_state_aliasing_with-skill_t2twxozl/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_03_state_aliasing_with-skill_t2twxozl/buggy.py | @@ -1,10 +1,12 @@ |  import json |  import sys |   |   | -def add_item(item, lst=[]): | +def add_item(item, ls"
03_state_aliasing,with-skill,2,ses_1c0fef001ffeKMkaJkVMCkjwUt,accounts/fireworks/models/kimi-k2p6,10832,596,53747,42319,0,0.019445,53.54,54.58,4,2,0,True,True,True,3 passed in 0.00s,"[[1], [2], [3]]","[[1], [2], [3]]",0,"r/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_03_state_aliasing_with-skill_zps6pdiu/buggy.py | @@ -1,10 +1,12 @@ |  import json |  import sys |   |   | -def add_item(item, lst=[]): | +def add_item(item, lst=None): |      """"""Append item to a new list and return it."""""" | +    if lst is None: | +  "
03_state_aliasing,with-skill,3,ses_1c0fe1828ffexmBk0DDklERNBK,accounts/fireworks/models/kimi-k2p6,30561,2030,114763,82172,0,0.0503,56.17,57.74,9,5,3,True,True,True,3 passed in 0.00s,"[[1], [2], [3]]","[[1], [2], [3]]",0,"3cm6r04_v51wr80000gn/T/dse_03_state_aliasing_with-skill_p09slc1y/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_03_state_aliasing_with-skill_p09slc1y/buggy.py | @@ -1,10 +1,12 @@ |  import json |  import sys |   |   | -def add_item(item, lst=[]): | +def add_item(item, ls"
04_state_classvar,without-skill,1,ses_1c0fd35b8ffepdFdhM4uxcfxMN,accounts/fireworks/models/kimi-k2p6,21554,995,63547,40998,0,0.031016,84.44,86.11,5,2,0,True,True,True,3 passed in 0.00s,"{""a"": 3, ""b"": 2}","{""a"": 3, ""b"": 2}",0,"23cm6r04_v51wr80000gn/T/dse_04_state_classvar_without-skill_rn0uka0i/buggy.py | @@ -2,9 +2,10 @@ |  import sys |   |   |  class Counter: | -    items = [] | +    def __init__(self): | +        self.items = [] |   |      def add(self, x): |          self.items.append(x) |   |  | [0m | [0m→ [0mRead"
04_state_classvar,without-skill,2,ses_1c0fbe5e4ffeVypFPyzQZF98Ea,accounts/fireworks/models/kimi-k2p6,20252,780,51362,30330,0,0.027212,58.26,59.65,4,2,0,True,True,True,3 passed in 0.00s,"{""a"": 3, ""b"": 2}","{""a"": 3, ""b"": 2}",0,".py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_04_state_classvar_without-skill_drwjo9re/buggy.py | @@ -2,9 +2,10 @@ |  import sys |   |   |  class Counter: | -    items = [] | +    def __init__(self): | +        self.items = [] |   |      def add(self, x): |          self.ite"
04_state_classvar,without-skill,3,ses_1c0fafcf8ffeK5pyV1Bin0tbNc,accounts/fireworks/models/kimi-k2p6,10170,561,40148,29417,0,0.016612,63.75,64.99,3,0,0,True,True,True,3 passed in 0.00s,"{""a"": 3, ""b"": 2}","{""a"": 3, ""b"": 2}",0,skill_lnk_f8a3/buggy.py | =================================================================== | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_04_state_classvar_without-skill_lnk_f8a3/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_04_state_classvar_with
04_state_classvar,with-skill,1,ses_1c0f9fe20ffeCPeQfJS5EOLjtA,accounts/fireworks/models/kimi-k2p6,24763,2150,129998,103085,0,0.048618,70.87,72.12,12,8,5,True,True,True,3 passed in 0.00s,"{""a"": 3, ""b"": 2}","{""a"": 3, ""b"": 2}",0,"0gn/T/dse_04_state_classvar_with-skill_58ywka0h/test_debug.py:13 | a.count() = 3 | b.count() = 2 | [1, 2, 3] | [4, 5] | False | a.items is b.items: False | a.items: [1, 2, 3] | b.items: [4, 5] | The program finished and will be restarted | > /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/d"
04_state_classvar,with-skill,2,ses_1c0f8e282ffeYAQwvn06NVRAwf,accounts/fireworks/models/kimi-k2p6,23195,1453,113011,88363,0,0.041985,301.97,303.48,9,7,4,True,True,True,3 passed in 0.00s,"{""a"": 3, ""b"": 2}","{""a"": 3, ""b"": 2}",0,"lf.items = [] |   |      def add(self, x): |          self.items.append(x) |   |  | [0m | [0m$ [0mecho '{""a_items"": [1, 2, 3], ""b_items"": [4, 5]}' | python3 buggy.py | {""a"": 3, ""b"": 2} | [0m | [0m$ [0mpython3 -m pdb -c 'b 24' -c 'c' -c 'p a.items' -c 'p b.items' -c 'p a.items is b.items' -c 'q"
04_state_classvar,with-skill,3,ses_1c0f44054ffekXUMYq3KiYlsJ0,accounts/fireworks/models/kimi-k2p6,23525,2038,139580,114017,0,0.048743,84.0,85.52,11,9,7,True,True,True,3 passed in 0.00s,"{""a"": 3, ""b"": 2}","{""a"": 3, ""b"": 2}",0,"ems = [] | +    def __init__(self): | +        self.items = [] |   |      def add(self, x): |          self.items.append(x) |   |  | [0m | [0m$ [0mecho '{""a_items"": [1, 2], ""b_items"": [3]}' | python3 buggy.py | {""a"": 2, ""b"": 1} | [0m | [0m$ [0mecho '{""a_items"": [1, 2], ""b_items"": [3]}' | pytho"
05_exc_keyerror,without-skill,1,ses_1c0f2f13affeppLjwnSsjHllFf,accounts/fireworks/models/kimi-k2p6,20466,635,61236,40135,0,0.028404,97.9,99.48,5,3,0,True,True,True,5 passed in 0.00s,None,None,0," |   |  def config_value(config, key): |      """"""Return config[key] if present, else None. Must not raise."""""" | -    return config[key] | +    return config.get(key) |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) |  | [0m | [0m$ [0mecho '{""config"": {""a"": 1}, ""key"": ""miss"
05_exc_keyerror,without-skill,2,ses_1c0f16deaffe1XXyxaqAvBB6c5,accounts/fireworks/models/kimi-k2p6,10527,786,72015,60702,0,0.022857,64.48,65.55,6,3,0,True,True,True,5 passed in 0.00s,None,None,0," |   |  def config_value(config, key): |      """"""Return config[key] if present, else None. Must not raise."""""" | -    return config[key] | +    return config.get(key) |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) |  | [0m | [0m$ [0mecho '{""config"": {""a"": 1}, ""key"": ""miss"
05_exc_keyerror,without-skill,3,ses_1c0f06c86ffegY838JtNvigJKp,accounts/fireworks/models/kimi-k2p6,20507,667,61191,40017,0,0.028552,60.84,62.05,5,3,0,True,True,True,5 passed in 0.00s,None,None,0," |   |  def config_value(config, key): |      """"""Return config[key] if present, else None. Must not raise."""""" | -    return config[key] | +    return config.get(key) |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) |  | [0m | [0m$ [0mecho '{""config"": {""a"": 1}, ""key"": ""miss"
05_exc_keyerror,with-skill,1,ses_1c0ef79ffffeCMeQ6DGKJzfPoV,accounts/fireworks/models/kimi-k2p6,24458,1228,92000,66314,0,0.038757,60.63,61.67,7,4,2,True,True,True,5 passed in 0.00s,None,None,0,"r/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_zlu_l1j9/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def config_value(config, key): |      """"""Return config[key] if present, else None. Must not raise."""""" | -    return config[key] | +    return config.get(key) |   |   |  if __na"
05_exc_keyerror,with-skill,2,ses_1c0ee8849ffekZcq5x2aO0MG8F,accounts/fireworks/models/kimi-k2p6,24507,1651,114555,88397,0,0.044029,65.5,66.55,9,6,3,True,True,True,5 passed in 0.00s,None,None,0,"e. Must not raise."""""" | -    return config[key] | +    return config.get(key) |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) |  | [0m | [0m$ [0mecho '{""config"": {""a"": 1}, ""key"": ""missing""}' | python3 /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_key"
05_exc_keyerror,with-skill,3,ses_1c0ed8300ffeljWzq3TnzIy6nf,accounts/fireworks/models/kimi-k2p6,23093,1041,92032,67898,0,0.036966,58.2,59.39,7,5,1,True,True,True,5 passed in 0.00s,None,None,0,"r/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_py3m6h16/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def config_value(config, key): |      """"""Return config[key] if present, else None. Must not raise."""""" | -    return config[key] | +    return config.get(key) |   |   |  if __na"
06_exc_typeerror,without-skill,1,ses_1c0ec992affeSaVPf3S0la28cC,accounts/fireworks/models/kimi-k2p6,20206,528,50415,29681,0,0.026057,78.57,80.01,4,2,0,True,True,True,5 passed in 0.00s,16,16,0,"0gn/T/dse_06_exc_typeerror_without-skill_g41sbf3a/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items): |      """"""Given a list of strings representing integers, return their integer sum."""""" | -    return sum(items) | +    return sum(int(item) for item in items) |   |   |  if __name__ == """
06_exc_typeerror,without-skill,2,ses_1c0eb5f60ffeTe7z1kWs18G1sS,accounts/fireworks/models/kimi-k2p6,10123,510,50303,39670,0,0.018004,56.3,57.88,4,2,0,True,True,True,5 passed in 0.00s,16,16,0,"0gn/T/dse_06_exc_typeerror_without-skill_q5n_i0rh/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items): |      """"""Given a list of strings representing integers, return their integer sum."""""" | -    return sum(items) | +    return sum(int(item) for item in items) |   |   |  if __name__ == """
06_exc_typeerror,without-skill,3,ses_1c0ea7ab1fferrBTP4dNesGj64,accounts/fireworks/models/kimi-k2p6,19773,535,60456,40148,0,0.027348,74.14,76.24,5,2,0,True,True,True,5 passed in 0.00s,16,16,0,"return sum(items) | +    return sum(int(x) for x in items) |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) |  | [0m | [0m$ [0mecho '{""items"": [""1"", ""2"", ""3""]}' | python /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_without-skill_gk4qfnyc/bu"
06_exc_typeerror,with-skill,1,ses_1c0e951b2ffemMDeLUkr8AOMlK,accounts/fireworks/models/kimi-k2p6,22785,1069,68467,44613,0,0.03306,63.29,65.04,5,3,2,True,True,True,5 passed in 0.00s,16,16,0,"n/T/dse_06_exc_typeerror_with-skill_wfo_murd/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill_wfo_murd/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items): |      """"""Given a list of strings representing integers, return their integer"
06_exc_typeerror,with-skill,2,ses_1c0e854a7ffekuBP0TObwcfy3H,accounts/fireworks/models/kimi-k2p6,22343,800,78625,55482,0,0.033303,61.87,63.23,6,4,1,True,True,True,5 passed in 0.00s,16,16,0,"n/T/dse_06_exc_typeerror_with-skill_6i0jzvnm/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill_6i0jzvnm/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items): |      """"""Given a list of strings representing integers, return their integer"
06_exc_typeerror,with-skill,3,ses_1c0e75c15ffemE4m3WIOjP5LMC,accounts/fireworks/models/kimi-k2p6,12444,1364,92796,78988,0,0.029916,56.81,58.44,7,4,2,True,True,True,5 passed in 0.00s,16,16,0," /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill_fkllqqlt/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items): |      """"""Given a list of strings representing integers, return their integer sum."""""" | -    return sum(items) | +    return sum(int(x) "
07_async_race,without-skill,1,ses_1c0e678daffezOtDxlFhtZtUfS,accounts/fireworks/models/kimi-k2p6,10334,595,51229,40300,0,0.018645,54.0,55.22,4,2,0,True,True,True,4 passed in 0.00s,50,50,0,"without-skill_3pmebetm/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"": 0} |      tasks = [increment(counter, ""value"", per_task) for _ in range(n_tasks)] | -    asyncio.gather(*tasks) | +    await asyncio.gather(*tasks) |      return counter[""value""] |"
07_async_race,without-skill,2,ses_1c0e5a02effeBJ9WXxT0d3KEP1,accounts/fireworks/models/kimi-k2p6,10221,462,40295,29612,0,0.016296,54.02,55.34,3,0,0,True,True,True,4 passed in 0.00s,50,50,0,"e/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_without-skill_3uqsq07j/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_without-skill_3uqsq07j/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"":"
07_async_race,without-skill,3,ses_1c0e4c7e3ffeX94WtDwdnPfSEV,accounts/fireworks/models/kimi-k2p6,20925,677,61614,40012,0,0.028989,68.23,69.41,5,2,0,True,True,True,4 passed in 0.00s,50,50,0,"without-skill_p6bbb8ol/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"": 0} |      tasks = [increment(counter, ""value"", per_task) for _ in range(n_tasks)] | -    asyncio.gather(*tasks) | +    await asyncio.gather(*tasks) |      return counter[""value""] |"
07_async_race,with-skill,1,ses_1c0e3b876ffeMQFVqjuLlfk2Nw,accounts/fireworks/models/kimi-k2p6,22167,975,77682,54540,0,0.033685,58.04,59.12,6,4,3,True,True,True,4 passed in 0.00s,50,50,0,"e_with-skill__7mbnw0_/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_with-skill__7mbnw0_/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"": 0} |      tasks = [increment(counter, ""value"", per_task) for _ in range"
07_async_race,with-skill,2,ses_1c0e2cfdbffeQAjnBXx5EH97LF,accounts/fireworks/models/kimi-k2p6,23694,1375,102795,77726,0,0.040445,63.94,65.25,8,5,4,True,True,True,4 passed in 0.00s,50,50,0,"e_with-skill_bbdrzr1p/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_with-skill_bbdrzr1p/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"": 0} |      tasks = [increment(counter, ""value"", per_task) for _ in range"
07_async_race,with-skill,3,ses_1c0e1d13cffeVPsOvImvZ3ofGL,accounts/fireworks/models/kimi-k2p6,22544,858,66324,42922,0,0.031716,61.89,62.95,5,3,2,True,True,True,4 passed in 0.00s,50,50,0,"ith-skill_p3u6mgwj/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_with-skill_p3u6mgwj/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"": 0} |      tasks = [increment(counter, ""value"", per_task) for _ in range(n_"
08_async_await_missing,without-skill,1,ses_1c0e0da81fferK9z1a81wLsIyt,accounts/fireworks/models/kimi-k2p6,19970,790,51613,30853,0,0.027068,85.44,86.53,4,2,0,True,True,True,5 passed in 0.00s,84,84,0,"et_value(): |      return 42 |   |   | -def consumer(multiplier): | -    result = get_value() | +async def consumer(multiplier): | +    result = await get_value() |      return result * multiplier |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) | -    print(consumer(data[""mu"
08_async_await_missing,without-skill,2,ses_1c0df86e6ffeoUCKRn5zCfFnlg,accounts/fireworks/models/kimi-k2p6,10238,588,50853,40027,0,0.018482,56.1,57.4,4,2,0,True,True,True,5 passed in 0.00s,84,84,0,"et_value(): |      return 42 |   |   | -def consumer(multiplier): | -    result = get_value() | +async def consumer(multiplier): | +    result = await get_value() |      return result * multiplier |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) | -    print(consumer(data[""mu"
08_async_await_missing,without-skill,3,ses_1c0dea3adffe311hd0HcBZhhUR,accounts/fireworks/models/kimi-k2p6,20735,959,52694,31000,0,0.028494,82.8,84.71,6,2,0,True,True,True,5 passed in 0.00s,84,84,0,"m3zh/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_without-skill_8mn_m3zh/buggy.py | @@ -13,5 +13,5 @@ |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) | -    print(consumer(data[""multiplier""])) | +    print(asyncio.run(con"
08_async_await_missing,with-skill,1,ses_1c0dd5ab4ffe0sn1OvfIFfMW6E,accounts/fireworks/models/kimi-k2p6,12248,1074,69013,55691,0,0.024842,59.91,61.15,5,3,2,True,True,True,5 passed in 0.00s,84,84,0,"0gn/T/dse_08_async_await_missing_with-skill_1505bq7s/buggy.py | @@ -6,12 +6,12 @@ |  async def get_value(): |      return 42 |   |   | -def consumer(multiplier): | -    result = get_value() | +async def consumer(multiplier): | +    result = await get_value() |      return result * multiplier |   |  "
08_async_await_missing,with-skill,2,ses_1c0dc6bddffers7VsmuS6oJ1GM,accounts/fireworks/models/kimi-k2p6,21464,889,75765,53412,0,0.032493,59.2,60.23,6,2,0,True,True,True,5 passed in 0.00s,84,84,0,"nc_await_missing_with-skill_1hlj0nq4/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_with-skill_1hlj0nq4/buggy.py | @@ -13,5 +13,5 @@ |   |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) | -    print(consumer(data[""multiplier""]))"
08_async_await_missing,with-skill,3,ses_1c0db7fe0ffev72lt7he0tYon2,accounts/fireworks/models/kimi-k2p6,32713,1274,123040,89053,0,0.050422,114.66,115.71,10,6,3,True,True,True,5 passed in 0.00s,84,84,0,"/private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_with-skill_h3cu1923/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_with-skill_h3cu1923/buggy.py | @@ -13,5 +13,5 @@ |   |   |  if __name__ == ""__main__"": |      dat"
