case,condition,run_idx,session_id,model_id,tokens_input,tokens_output,tokens_total,tokens_cache_read,tokens_cache_write,cost,wall_time_seconds,harness_wall_seconds,tool_calls,bash_calls,pdb_invocations,pytest_passed,golden_match,accuracy,pytest_summary,actual_output,expected_output,opencode_exit_code,opencode_stderr_tail
05_exc_keyerror,with-skill,1,ses_1c038043effeMGu1oBKwCA4yvp,accounts/fireworks/models/gpt-oss-20b,8500,336,41018,32182,0,0.000492,53.88,54.79,3,0,0,True,True,True,5 passed in 0.00s,None,None,0,"============================= | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_l3mc6qeq/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_l3mc6qeq/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def config_value("
05_exc_keyerror,with-skill,2,ses_1c0372d73ffe2QqF1tJKs543hw,accounts/fireworks/models/gpt-oss-20b,16955,403,41184,23826,0,0.000928,51.75,52.65,3,0,0,True,True,True,5 passed in 0.00s,None,None,0,"=================================== | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_gafdm1r3/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_gafdm1r3/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def config_"
05_exc_keyerror,with-skill,3,ses_1c0365dcfffeI4556e81o7QXiM,accounts/fireworks/models/gpt-oss-20b,22508,5425,122284,94351,0,0.00221,133.77,134.99,9,5,0,True,True,True,5 passed in 0.01s,None,None,0,"python3 /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_zq_d68dx/test1.py | hello | [0m | [0m$ [0mprintf '{""config"": {""a"": 1}, ""key"": ""missing""}\n' | python3 /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_05_exc_keyerror_with-skill_zq_d68dx/bu"
06_exc_typeerror,without-skill,1,ses_1c0344ec4ffeL65kYuxzK5TDJQ,accounts/fireworks/models/gpt-oss-20b,16262,838,40011,22911,0,0.000981,59.61,60.55,3,0,0,True,True,True,5 passed in 0.00s,16,16,0," | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_without-skill_h1356l4b/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_without-skill_h1356l4b/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items): |      """"""G"
06_exc_typeerror,without-skill,2,ses_1c033618affeZH7Lf2Z9hGgIZd,accounts/fireworks/models/gpt-oss-20b,17765,1700,54273,34808,0,0.001228,76.55,77.48,4,0,0,True,True,True,5 passed in 0.00s,16,16,0,"============ | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_without-skill_5imiumn4/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_without-skill_5imiumn4/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items):"
06_exc_typeerror,without-skill,3,ses_1c032322dffe6XFe7RpIEXQx7Q,accounts/fireworks/models/gpt-oss-20b,15663,274,38633,22696,0,0.000838,50.67,51.6,3,0,0,True,True,True,5 passed in 0.00s,16,16,0,"============ | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_without-skill_1x39ghwp/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_without-skill_1x39ghwp/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items):"
06_exc_typeerror,with-skill,1,ses_1c03166dbffez4fn8UBRK19WdB,accounts/fireworks/models/gpt-oss-20b,16537,288,40878,24053,0,0.000884,51.06,52.25,3,0,0,True,True,True,5 passed in 0.00s,16,16,0,"================== | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill__xgwhezu/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill__xgwhezu/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items):"
06_exc_typeerror,with-skill,2,ses_1c0309b2cffeBaqD61sURsxKRF,accounts/fireworks/models/gpt-oss-20b,17253,786,52052,34013,0,0.00102,57.33,58.23,4,0,0,True,True,True,5 passed in 0.00s,16,16,0,"================== | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill_p4upbjus/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill_p4upbjus/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items):"
06_exc_typeerror,with-skill,3,ses_1c02fb6cdffecdGLKqrETlE6r7,accounts/fireworks/models/gpt-oss-20b,28270,939,63865,34656,0,0.001601,62.54,63.47,5,2,0,True,True,True,5 passed in 0.00s,16,16,0,"r04_v51wr80000gn/T/dse_06_exc_typeerror_with-skill_u_m_hl4c/buggy.py | @@ -3,9 +3,9 @@ |   |   |  def total_str_nums(items): |      """"""Given a list of strings representing integers, return their integer sum."""""" | -    return sum(items) | +    return sum(map(int, items)) |   |   |  if __name__ == ""__"
07_async_race,without-skill,1,ses_1c02ebe5bffeQP1cLJqjuDpu2L,accounts/fireworks/models/gpt-oss-20b,7441,2471,11852,1940,0,0.000866,36.96,37.85,0,0,0,False,False,False,"3 failed, 1 passed in 0.00s",0,50,0,[0m | > build · accounts/fireworks/models/gpt-oss-20b | [0m | 
07_async_race,without-skill,2,ses_1c02e29ddffe4EeuuX9bIBsalr,accounts/fireworks/models/gpt-oss-20b,15768,616,39891,23507,0,0.000912,54.28,55.18,3,0,0,True,True,True,4 passed in 0.01s,50,50,0,"e/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_without-skill_gzhd13db/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_without-skill_gzhd13db/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"":"
07_async_race,without-skill,3,ses_1c02d510effesdoNO3ZmR1v1bf,accounts/fireworks/models/gpt-oss-20b,7431,63,9441,1947,0,0.000384,2.69,3.65,1,0,0,False,False,False,"3 failed, 1 passed in 0.00s",0,50,0,[0m | > build · accounts/fireworks/models/gpt-oss-20b | [0m | [93m[1m! [0mpermission requested: external_directory (/*); auto-rejecting | [0m✗ [0mglob failed | [91m[1mError: [0mThe user rejected permission to use this specific tool call. | 
07_async_race,with-skill,1,ses_1c02d4257fferawlmfMdrLYZB6,accounts/fireworks/models/gpt-oss-20b,7992,3017,12953,1944,0,0.001003,56.76,57.69,0,0,0,False,False,False,"3 failed, 1 passed in 0.00s",0,50,0,[0m | > build · accounts/fireworks/models/gpt-oss-20b | [0m | 
07_async_race,with-skill,2,ses_1c02c6028ffe6NWryP2cqsY1aH,accounts/fireworks/models/gpt-oss-20b,7989,45,9981,1947,0,0.000408,2.81,3.73,1,0,0,False,False,False,"3 failed, 1 passed in 0.00s",0,50,0,[0m | > build · accounts/fireworks/models/gpt-oss-20b | [0m | [93m[1m! [0mpermission requested: external_directory (/*); auto-rejecting | [0m✗ [0mglob failed | [91m[1mError: [0mThe user rejected permission to use this specific tool call. | 
07_async_race,with-skill,3,ses_1c02c516affehOmeZ2eC6usUxz,accounts/fireworks/models/gpt-oss-20b,17450,832,52959,34677,0,0.001039,58.29,59.12,4,1,0,True,True,True,4 passed in 0.00s,50,50,0,"_with-skill_7udls6w3/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_07_async_race_with-skill_7udls6w3/buggy.py | @@ -10,9 +10,9 @@ |   |  async def run(n_tasks, per_task): |      counter = {""value"": 0} |      tasks = [increment(counter, ""value"", per_task) for _ in range("
08_async_await_missing,without-skill,1,ses_1c02b6955ffer4wfdPNqr0rykB,accounts/fireworks/models/gpt-oss-20b,27164,2467,78192,48561,0,0.001852,75.35,76.28,6,0,0,True,True,True,5 passed in 0.00s,84,84,0,"--- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_without-skill_g0ma85cw/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_without-skill_g0ma85cw/buggy.py | @@ -13,5 +13,6 @@ |   |   |  if __name__ == ""__main__"": "
08_async_await_missing,without-skill,2,ses_1c02a3e8fffeZtstd6vfET87Yq,accounts/fireworks/models/gpt-oss-20b,7413,1139,10500,1948,0,0.000598,11.53,12.46,0,0,0,False,False,False,"4 failed, 1 passed in 0.00s","<exit=1>  | stderr=Traceback (most recent call last):
  File ""/private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_without-skill_l44xrpqr/buggy.py"", line 17, in <module>
    print(consumer",84,0,[0m | > build · accounts/fireworks/models/gpt-oss-20b | [0m | 
08_async_await_missing,without-skill,3,ses_1c02a0d8affeiJrHUN52KY6Dd7,accounts/fireworks/models/gpt-oss-20b,7419,4085,13452,1948,0,0.001188,64.01,64.85,0,0,0,False,False,False,"4 failed, 1 passed in 0.00s","<exit=1>  | stderr=Traceback (most recent call last):
  File ""/private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_without-skill_8b13i44e/buggy.py"", line 17, in <module>
    print(consumer",84,0,[0m | > build · accounts/fireworks/models/gpt-oss-20b | [0m | 
08_async_await_missing,with-skill,1,ses_1c0290edcffetM4evwS5A4FRmo,accounts/fireworks/models/gpt-oss-20b,17392,876,63540,45272,0,0.001045,95.95,96.91,5,0,0,True,True,True,5 passed in 0.00s,84,84,0,z0v/buggy.py | =================================================================== | --- /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_with-skill_2y0o8z0v/buggy.py | +++ /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_with-ski
08_async_await_missing,with-skill,2,ses_1c0279202ffeGT3IiUDZzFn2Qr,accounts/fireworks/models/gpt-oss-20b,8071,121,20059,11867,0,0.000428,24.67,25.92,2,0,0,False,False,False,"4 failed, 1 passed in 0.00s","<exit=1>  | stderr=Traceback (most recent call last):
  File ""/private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing_with-skill_q6cecgp9/buggy.py"", line 17, in <module>
    print(consumer(da",84,0,"[0m | > build · accounts/fireworks/models/gpt-oss-20b | [0m | [0m✱ [0mGlob ""**/*.py""[90m 1 match[0m | [93m[1m! [0mpermission requested: external_directory (/private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_08_async_await_missing-with-skill_q6cecgp9/*); auto-rejecting | [0m✗ [0m"
08_async_await_missing,with-skill,3,ses_1c0272d3affeUYLWiu1haHN00N,accounts/fireworks/models/gpt-oss-20b,63647,17105,540024,459272,0,0.006603,292.53,293.51,27,2,0,True,True,True,5 passed in 0.00s,84,84,0,"tjujz/buggy.py | @@ -10,5 +10,5 @@ |      return result * multiplier |   |  if __name__ == ""__main__"": |      data = json.load(sys.stdin) | -    print(asyncio.run(consumer(data[""multiplier""])) ) | \ No newline at end of file | +    print(consumer(data[""multiplier""])) | \ No newline at end of file | "
