case,condition,run_idx,session_id,model_id,tokens_input,tokens_output,tokens_total,tokens_cache_read,tokens_cache_write,cost,wall_time_seconds,harness_wall_seconds,tool_calls,bash_calls,pdb_invocations,pytest_passed,golden_match,accuracy,pytest_summary,actual_output,expected_output,opencode_exit_code,opencode_stderr_tail
H3_graph_bfs,without-skill,2,ses_1c0b1fe09ffemMZFVhte25VaXw,accounts/fireworks/models/kimi-k2p6,23736,1251,67519,42532,0,0.034358,67.06,67.97,5,2,0,True,True,True,7 passed in 0.00s,"A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1","A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1",0," | -        distances[neighbor] = new_dist |          if neighbor not in enqueued: | +            distances[neighbor] = new_dist |              enqueued.add(neighbor) |              queue.append((neighbor, new_dist)) |  return distances |   |  | [0m | [0m$ [0mecho '{""edges"":[[""A"",""B""],[""A"",""D""],["
H3_graph_bfs,without-skill,3,ses_1c0b0f3caffePynOlHG42AIWwP,accounts/fireworks/models/kimi-k2p6,28611,3197,92558,60750,0,0.049688,79.96,80.88,6,2,0,True,True,True,7 passed in 0.00s,"A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1","A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1",0," python | [0m | [0m$ [0mpython3 -c "" | from buggy import build_graph, shortest_distances |  | g = build_graph([['A', 'B'], ['A', 'D'], ['B', 'D']]) | print(shortest_distances(g, 'A')) |  | # Additional test: cycle | h = build_graph([['A', 'B'], ['B', 'C'], ['C', 'A']]) | print(shortest_distances("
H3_graph_bfs,with-skill,1,ses_1c0afb756ffepYLPPWEmYv9Dhj,accounts/fireworks/models/kimi-k2p6,47992,6323,208042,153727,0,0.095481,126.66,127.58,13,10,7,True,True,True,7 passed in 0.00s,"A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1","A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1",0,"(0) |      for neighbor in graph.neighbors(node): |          new_dist = dist + 1 | -        distances[neighbor] = new_dist |          if neighbor not in enqueued: | +            distances[neighbor] = new_dist |              enqueued.add(neighbor) |              queue.append((neighbor, new_dist)) |  "
H3_graph_bfs,with-skill,2,ses_1c0adc330ffeFYeG0RFXrEtCkv,accounts/fireworks/models/kimi-k2p6,37612,1652,85769,46505,0,0.04978,61.15,62.35,6,3,0,True,True,True,7 passed in 0.00s,"A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1","A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1",0,"eighbors(node): | -        new_dist = dist + 1 | -        distances[neighbor] = new_dist |          if neighbor not in enqueued: | +            new_dist = dist + 1 | +            distances[neighbor] = new_dist |              enqueued.add(neighbor) |              queue.append((neighbor, new_dist)) | "
H3_graph_bfs,with-skill,3,ses_1c0accff1ffecNCsD3pzfXOTUd,accounts/fireworks/models/kimi-k2p6,43627,10111,360014,306276,0,0.130894,208.25,209.19,19,13,6,True,True,True,7 passed in 0.00s,"A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1","A -> furthest=C(d=2) | A=0, B=1, C=2, D=1, E=1",0,"'pp queue' -c 'pp distances' -c 'q' debug_repro.py | Breakpoint 1 at /private/var/folders/8d/f0zzqb0n423cm6r04_v51wr80000gn/T/dse_H3_graph_bfs_with-skill_naotwghb/debug_repro.py:42 | [] | {'A': 0} | [('B', 1)] | {'A': 0, 'B': 1} | Result: {'A': 0, 'B': 1, 'D': 1} | Expected: {'A': 0, 'B': 1, 'D': 1}"
H4_expr_parser,without-skill,1,ses_1c0a99e15ffeiKj62UwdVKtI8l,accounts/fireworks/models/kimi-k2p6,23092,845,56356,32419,0,0.030504,61.75,62.69,4,2,0,True,True,True,8 passed in 0.00s,"20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4","20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4",0,"dvance() | -        right = self.term() | +        right = self.factor() |          if op == ""*"": |              value = value * right |          else: |              value = value / right |  | [0m | [0m$ [0mecho '{""expressions"": [""20 / 2 / 5"", ""10 - 2 - 3"", ""2 * 3 * 4"", ""2 + 3 + 4""]}' | python b"
H4_expr_parser,without-skill,2,ses_1c0a8a7a6ffehQCpkdqQotpR7o,accounts/fireworks/models/kimi-k2p6,11780,1107,56990,44103,0,0.022675,59.17,60.37,4,2,0,True,True,True,8 passed in 0.00s,"20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4","20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4",0," ""*"": |              value = value * right |          else: |              value = value / right |  | [0m | [0m$ [0mpython -c ""from buggy import evaluate; print(evaluate('20 / 2 / 5')); print(evaluate('10 - 2 - 3')); print(evaluate('2 * 3 * 4')); print(evaluate('2 + 3 + 4'))"" | zsh:1: command not"
H4_expr_parser,without-skill,3,ses_1c0a7bc80ffeK1SiS7yyiT87Cw,accounts/fireworks/models/kimi-k2p6,11613,1051,56470,43806,0,0.022245,58.6,59.5,4,2,0,True,True,True,8 passed in 0.00s,"20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4","20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4",0,"dvance() | -        right = self.term() | +        right = self.factor() |          if op == ""*"": |              value = value * right |          else: |              value = value / right |  | [0m | [0m$ [0mecho '{""expressions"": [""20 / 2 / 5"", ""10 - 2 - 3"", ""2 * 3 * 4"", ""2 + 3 + 4""]}' | python b"
H4_expr_parser,with-skill,1,ses_1c0a6d37cffeyo7lz7VqBMsNxJ,accounts/fireworks/models/kimi-k2p6,31190,2605,160483,126688,0,0.060321,344.93,345.85,12,8,5,True,True,True,8 passed in 0.00s,"20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4","20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4",0," op = self._advance() | -        right = self.term() | +        right = self.factor() |          if op == ""*"": |              value = value * right |          else: |              value = value / right |  | [0m | [0m$ [0mpython3 -c "" | from buggy import evaluate | print('20 / 2 / 5 =', evaluate('"
H4_expr_parser,with-skill,2,ses_1c0a18b88ffeKnaz0AN2aWk25y,accounts/fireworks/models/kimi-k2p6,38969,10083,304806,255754,0,0.118273,237.07,238.04,17,11,6,True,True,True,8 passed in 0.00s,"20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4","20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4",0,"  op = self._advance() | -        right = self.term() | +        right = self.factor() |          if op == ""*"": |              value = value * right |          else: |              value = value / right |  | [0m | [0m$ [0mpython3 repro.py | 2.0 | [0m | [0m← [0mWrite test_input.json | Wrote fil"
H4_expr_parser,with-skill,3,ses_1c09de905ffelieLX8pAlt3EYN,accounts/fireworks/models/kimi-k2p6,71139,8177,736491,657175,0,0.205438,225.84,226.81,33,20,13,True,True,True,8 passed in 0.00s,"20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4","20 / 2 / 5 = 2
100 / 10 / 2 = 5
2 * 3 * 4 = 24
10 - 2 - 3 = 5
1 + 2 + 3 = 6
(20 / 2) / 5 = 2
20 / (2 / 5) = 50
100 - 50 / 5 = 90
8 / 4 * 2 = 4",0,"y | 20 / 2 / 5 = 2 | 10 - 2 - 3 = 5 | 2 * 3 * 4 = 24 | 2 + 3 + 4 = 9 | [0m | [0m$ [0mrm -f .pdbrc test_pdb.py test_pdb2.py test_pdb3.py test_debug.py test_debug2.py | [0m | [0m$ [0mls | AGENTS.md | __pycache__ | buggy.py | inputs.json | prompt.txt | [0m | [0m$ [0mecho '{""expressions"": [""20 "
